id,type,frame,magnitude,map,path
dcp_DME_funnel,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_funnel_material.png
dcp_DME_goalkeeper,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_goalkeeper_material.png
dcp_DME_grand_union,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_grandunion_material.png
dcp_DME_guardian_tcitadel,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_guardian_tcitadel_material.png
dcp_DME_guardian_tplate,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_guardian_tplate_material.png
dcp_DME_guardian_turret,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_guardian_turret_material.png
dcp_DME_gun_platform,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_gun_module_material.png
dcp_DME_gunpod,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_gunpod_material.png
dcp_DME_harridan,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_harridan_material.png
dcp_DME_hellion,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_hellion_material.png
dcp_DME_hummingbird,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_hummingbird_material.png
dcp_DME_icax,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_icax_material.png
dcp_DME_ifrit,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_ifrit_material.png
dcp_DME_imp,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_imp_material.png
dcp_DME_iridium,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_iridium_material.png
dcp_DME_jeannedarc,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_jeannedarc_material.png
dcp_DME_kormoran,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_kormoran_material.png
dcp_DME_kormoran_6e,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_kormoran_6e_material.png
dcp_DME_leyte,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_leyte_material.png
dcp_DME_lightbomber,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_lightbomber_material.png
dcp_DME_lycosid,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_lycosid_material.png
dcp_DME_maskirovka,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_maskirovka_material.png
dcp_DME_mindanao,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_mindanao_material.png
dcp_DME_mystere,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_mystere_material.png
dcp_DME_naja,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_naja_material.png
dcp_DME_naja_mk1,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_naja_mk1_material.png
dcp_DME_puddlejumper,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_puddlejumper_material.png
dcp_DME_puddlejumper_mk1,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_puddlejumper_mk1_material.png
dcp_DME_pup,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_pup_material.png
dcp_DME_rafale,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_rafale_material.png
dcp_DME_rafale2,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_rafale2_material.png
dcp_DME_reef,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_reef_material.png
dcp_DME_samoyed,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_samoyed_material.png
dcp_DME_sevastopol,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_sevastopol_material.png
dcp_DME_sevastopol_mk1,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_sevastopol_mk1_material.png
dcp_DME_slammer,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_slammer_material.png
dcp_DME_snakeeye,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_snakeeye_material.png
dcp_DME__snowgoose,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME__snowgoose_material.png
dcp_DME_spearhead,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_spearhead_material.png
dcp_DME_spooky,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_spooky_material.png
dcp_DME_starsylph,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_starsylph_material.png
dcp_DME_starsylph_deserter,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_starsylph_deserter_material.png
dcp_DME_stoat_c,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_stoat_c_material.png
dcp_DME_stoat,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_stoat_material.png
dcp_DME_stormkestrel,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_stormkestrel_material.png
dcp_DME_stormkestrel_proto,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_stormkestrel_proto_material.png
dcp_DME_tempest_deserter,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_tempest_refit_material.png
dcp_DME_tempestdrone,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_tempestdrone_material.png
dcp_DME_tereshkova,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_tereshkova_material.png
dcp_DME_thunderbolt,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_thunderbolt_material.png
dcp_DME_tonnerre,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_tonnerre_material.png
dcp_DME_tunguska,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_tunguska_material.png
dcp_DME_tunguska_6e,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_tunguska_6e_material.png
dcp_DME_vesper,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_vesper_material.png
dcp_DME_vesper_6e,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_vesper_6e_material.png
dcp_DME_wanderer,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_wanderer_material.png
dcp_DME_warlock,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_warlock_material.png
dcp_DME_wildgoose,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_wildgoose_material.png
dcp_DME_zelenograd,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_zelenograd_material.png
dcp_DME_zonedefbit,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_zonedefbit_material.png
,,,,,
dcpx_alauda,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_alauda_material.png
dcpx_alaudatailbinder,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_alaudatailbinder_material.png
dcpx_bbladetailbinder,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_bbladetailbinder_material.png
dcpx_braveblade,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_braveblade_material.png
dcpx_bravebit,ship,,,material,graphics/DCP/shaders/material/ships/dcpx_bravebit_material.png
dcpx_platedrone,ship,,,material,graphics/DCP/shaders/material/ships/dcp_DME_platedrone_material.png
,,,,,
dcp_DME_sensorarray,hardpoint,,,material,graphics/DCP/shaders/material/weapons/decorative/dcp_DME_sensor_array_hardpoint_base_material.png
dcp_DME_sensorarray,turret,,,material,graphics/DCP/shaders/material/weapons/decorative/dcp_DME_sensor_array_turret_base_material.png
dcp_DME_9cmrailgun,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_9cm_railgun_hardpoint_base_material.png
dcp_DME_9cmrailgun,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_9cm_railgun_hardpoint_recoil_material.png
dcp_DME_9cmrailgun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_9cm_railgun_turret_base_material.png
dcp_DME_9cmrailgun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_9cm_railgun_turret_recoil_material.png
dcp_DME_12cmrailgun,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_12cm_railgun_hardpoint_base_material.png
dcp_DME_12cmrailgun,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_12cm_railgun_hardpoint_recoil_material.png
dcp_DME_12cmrailgun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_12cm_railgun_turret_base_material.png
dcp_DME_12cmrailgun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_12cm_railgun_turret_recoil_material.png
dcp_DME_20cmrailgun,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_20cm_railgun_hardpoint_base_material.png
dcp_DME_20cmrailgun,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_20cm_railgun_hardpoint_recoil_material.png
dcp_DME_20cmrailgun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_20cm_railgun_turret_base_material.png
dcp_DME_20cmrailgun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_20cm_railgun_turret_recoil_material.png
dcp_DME_3x4cmrailgun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_6cm_railgun_turret_base_material.png
dcp_DME_3x4cmrailgun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_6cm_railgun_turret_recoil_material.png
dcp_DME_6cmrailgun,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_6cm_railgun_hardpoint_base_material.png
dcp_DME_6cmrailgun,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_6cm_railgun_hardpoint_recoil_material.png
dcp_DME_6cmrailgun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_6cm_railgun_turret_base_material.png
dcp_DME_6cmrailgun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_6cm_railgun_turret_recoil_material.png
dcp_DME_AMMblisterlauncher,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ammblisterlauncher_hardpoint_material.png
dcp_DME_AMMblisterlauncher,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ammblisterlauncher_turret_material.png
dcp_DME_ammlight,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ammlight_hardpoint_base_material.png
dcp_DME_ammlight,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ammlight_turret_base_material.png
dcp_DME_ammpod,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ammpod_hardpoint_base_material.png
dcp_DME_ammpod,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_ammpod_turret_base_material.png
dcp_DME_autohybridblaster,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autohybridblaster_hardpoint_base_material.png
dcp_DME_autohybridblaster,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autohybridblaster_turret_base_material.png
dcp_DME_autolaser,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autolaser_hardpoint_base_material.png
dcp_DME_autolaser,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autolaser_turret_base_material.png
dcp_DME_autolaser_ftr,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autolaser_small_hardpoint_base_material.png
dcp_DME_autolaser_ftr,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autolaser_small_turret_base_material.png
dcp_DME_autolaser_small,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autolaser_small_hardpoint_base_material.png
dcp_DME_autolaser_small,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_autolaser_small_turret_base_material.png
dcp_DME_basilisk,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_basilisk_hardpoint_base_material.png
dcp_DME_basilisk,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_basilisk_turret_base_material.png
dcp_DME_bbheavymg,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_bbheavymg_hardpoint_base_material.png
dcp_DME_bbheavymg,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_bbheavymg_turret_base_material.png
dcp_DME_blazedriver,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazedriver_hardpoint_base_material.png
dcp_DME_blazedriver,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazedriver_hardpoint_recoil_material.png
dcp_DME_blazedriver,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazedriver_turret_base_material.png
dcp_DME_blazedriver,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazedriver_turret_recoil_material.png
dcp_DME_blazegun,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazegun_hardpoint_base_material.png
dcp_DME_blazegun,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazegun_hardpoint_recoil_material.png
dcp_DME_blazegun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazegun_turret_base_material.png
dcp_DME_blazegun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_blazegun_turret_recoil_material.png
dcp_DME_brigador,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_brigador_hardpoint_base_material.png
dcp_DME_brigador,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_brigador_hardpoint_recoil_material.png
dcp_DME_brigador,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_brigador_turret_base_material.png
dcp_DME_brigador,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_brigador_turret_recoil_material.png
dcp_DME_buzzgun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_buzzgun_turret_base_material.png
dcp_DME_buzzgun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_buzzgun_turret_recoil_material.png
dcp_DME_calliope,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_calliope_launcher_hardpoint_base_material.png
dcp_DME_calliope,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_calliope_launcher_turret_base_material.png
dcp_DME_chasseurLRMlauncher,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_chasseurLRMlauncher_hardpoint_material.png
dcp_DME_chasseurLRMlauncher,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_chasseurLRMlauncher_turret_material.png
dcp_DME_electronfan,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electronfan_hardpoint_base_material.png
dcp_DME_electronfan,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electronfan_turret_base_material.png
dcp_DME_electrogun,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electrogun_hardpoint_base_material.png
dcp_DME_electrogun,hardpointbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electrogun_hardpoint_recoil_material.png
dcp_DME_electrogun,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electrogun_turret_base_material.png
dcp_DME_electrogun,turretbarrel,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electrogun_turret_recoil_material.png
dcp_DME_electronrocket,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_single_hardpoint_base_material.png
dcp_DME_electronrocket,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_single_turret_base_material.png
dcp_DME_electronrocket_rack,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_double_hardpoint_base_material.png
dcp_DME_electronrocket_rack,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_double_turret_base_material.png
dcp_DME_electronrocket_pod,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electrotorp_pod_hardpoint_material.png
dcp_DME_electronrocket_pod,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_electrotorp_pod_turret_material.png
dcp_DME_erpulsebeam,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_erpulsebeam_hardpoint_base_material.png
dcp_DME_erpulsebeam,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_erpulsebeam_turret_base_material.png
dcp_DME_gravmissilelauncher,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_gravmissilelauncher_hardpoint_material.png
dcp_DME_gravmissilelauncher,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_gravmissilelauncher_turret_material.png
dcp_DME_gravmissiletube,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_gravmissiletube_hardpoint_material.png
dcp_DME_gravmissiletube,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_gravmissiletube_turret_material.png
dcp_DME_heavylinear_autogun,hardpoint,0,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_hardpoint_00_material.png
dcp_DME_heavylinear_autogun,hardpoint,1,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_hardpoint_01_material.png
dcp_DME_heavylinear_autogun,hardpoint,2,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_hardpoint_02_material.png
dcp_DME_heavylinear_autogun,hardpoint,3,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_hardpoint_03_material.png
dcp_DME_heavylinear_autogun,hardpoint,4,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_hardpoint_04_material.png
dcp_DME_heavylinear_autogun,hardpoint,5,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_hardpoint_05_material.png
dcp_DME_heavylinear_autogun,turret,0,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_turret_00_material.png
dcp_DME_heavylinear_autogun,turret,1,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_turret_01_material.png
dcp_DME_heavylinear_autogun,turret,2,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_turret_02_material.png
dcp_DME_heavylinear_autogun,turret,3,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_turret_03_material.png
dcp_DME_heavylinear_autogun,turret,4,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_turret_04_material.png
dcp_DME_heavylinear_autogun,turret,5,,material,graphics/DCP/shaders/material/weapons/autogunhvy/dcp_DME_heavylinear_autogun_turret_05_material.png
dcp_DME_heavylrpd,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_heavylrpd_hardpoint_base_material.png
dcp_DME_heavylrpd,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_heavylrpd_turret_base_material.png
dcp_DME_hedgehogpod,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hedgehogpod_hardpoint_base_material.png
dcp_DME_hedgehogpod,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_hedgehogpod_turret_base_material.png
dcp_DME_hellhound_single,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_single_hardpoint_base_material.png
dcp_DME_hellhound_single,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_single_turret_base_material.png
dcp_DME_hellhound,hardpoint,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_double_hardpoint_base_material.png
dcp_DME_hellhound,turret,,,material,graphics/DCP/shaders/material/weapons/dcp_DME_missilehitech_double_turret_base_material.png
